News,Tag,NewsLink
"This video of a person infected with coronavirus being detained by the police is not real, it´s a drill.",FALSE,https://www.poynter.org/?ifcn_misinformation=this-video-of-a-person-infected-with-coronavirus-being-detained-by-the-police-is-not-real-its-a-drill
Airport in Karachi suspends all international arrivals during coronavirus epidemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=airport-in-karachi-suspends-all-international-arrivals-during-coronavirus-epidemic
Sevilla’s university has suspended classes because of coronavirus (February 27th),FALSE,https://www.poynter.org/?ifcn_misinformation=sevillas-university-has-suspended-classes-because-of-coronavirus-february-27th
A case of coronavirus in the Argentine province of Santiago del Estero was confirmed,FALSE,https://www.poynter.org/?ifcn_misinformation=a-case-of-coronavirus-in-the-argentine-province-of-santiago-del-estero-was-confirmed
Lysol Products Can Kill Novel coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=lysol-products-can-kill-novel-coronavirus
Bleach or chlorine are useful to clean to avoid coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=bleach-or-chlorine-are-useful-to-clean-to-avoid-coronavirus
A monkey is been infected with coronavirus in this photo.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-monkey-is-been-infected-with-coronavirus-in-this-photo
A case of coronavirus in the Argentine province of Chaco was confirmed,FALSE,https://www.poynter.org/?ifcn_misinformation=a-case-of-coronavirus-in-the-argentine-province-of-chaco-was-confirmed
"”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”",FALSE,https://www.poynter.org/?ifcn_misinformation=america-has-been-vaccinating-cattle-for-coronavirus-for-years-yet-the-news-tells-you-its-new-and-gunna-kill-you-all-so-go-buy-mask
Doctor Gerardo Dovakin found a vaccine agains coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=doctor-gerardo-dovakin-found-a-vaccine-agains-coronavirus
Argentinian doctor discovered a vaccine against coronavirus in Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=argentinian-doctor-discovered-a-vaccine-against-coronavirus-in-spain
The WHO says the coronavirus might be spread via food.,Partially false,https://www.poynter.org/?ifcn_misinformation=the-who-says-the-coronavirus-might-be-spread-via-food
WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China.,FALSE,https://www.poynter.org/?ifcn_misinformation=who-has-issued-advisory-against-buying-of-holi-colors-from-coronavirus-hit-china
Post says starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-starting-in-march-if-you-travel-outside-of-the-united-states-you-wont-be-allowed-back-in-the-country-due-to-high-risk-of-the-coronavirus
"Two cases confirmed of coronavirus in Huelva, Andalucía (February 26th)",FALSE,https://www.poynter.org/?ifcn_misinformation=two-cases-confirmed-of-coronavirus-in-huelva-andalucia-february-26th
Multiple allegations around how coronavirus was produced by China.,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-allegations-around-how-coronavirus-was-produced-by-china
Face masks are a good protection system against coronavirus.,Mostly false,https://www.poynter.org/?ifcn_misinformation=face-masks-are-a-good-protection-system-against-coronavirus
There is a confirmed case of coronavirus in a Bogotá hospital.,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-a-confirmed-case-of-coronavirus-in-a-bogota-hospital
CDC issued facial hair recommendation for novel coronavirus prevention.,Misleading,https://www.poynter.org/?ifcn_misinformation=cdc-issued-facial-hair-recommendation-for-novel-coronavirus-prevention
“Hair weave and lace fronts manufactured in China may contain the coronavirus.”,Pants on Fire!,https://www.poynter.org/?ifcn_misinformation=hair-weave-and-lace-fronts-manufactured-in-china-may-contain-the-coronavirus
A post say “hair weave and lace fronts manufactured in China may contain the coronavirus.”,PANTS ON FIRE,https://www.poynter.org/?ifcn_misinformation=a-post-say-hair-weave-and-lace-fronts-manufactured-in-china-may-contain-the-coronavirus
“coronavirus: Florida man arrested for robbery using cough as a weapon.”,Pants on Fire!,https://www.poynter.org/?ifcn_misinformation=coronavirus-florida-man-arrested-for-robbery-using-cough-as-a-weapon
China took advantage of the coronavirus crisis to buy back stocks of its technology companies belonging to foreign investors.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-took-advantage-of-the-coronavirus-crisis-to-buy-back-stocks-of-its-technology-companies-belonging-to-foreign-investors
Hair Weaves And Lace Front Wigs Made In China Likely To Contain coronavirus.,Unlikely,https://www.poynter.org/?ifcn_misinformation=hair-weaves-and-lace-front-wigs-made-in-china-likely-to-contain-coronavirus
The new coronavirus was registered in 2004.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-was-registered-in-2004
Says the CDC recommends men shave their beards to protect against coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=says-the-cdc-recommends-men-shave-their-beards-to-protect-against-coronavirus
New cases of coronavirus in Madrid linked to two universities and a club.,FALSE,https://www.poynter.org/?ifcn_misinformation=new-cases-of-coronavirus-in-madrid-linked-to-two-universities-and-a-club
Coronavirus patients are being “cremated alive” in China.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-are-being-cremated-alive-in-china
Coronavirus is bioweapon leaked from Wuhan lab.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-bioweapon-leaked-from-wuhan-lab
Video of a road traffic control in China to detect people infected with coronavirus.,Partially false,https://www.poynter.org/?ifcn_misinformation=video-of-a-road-traffic-control-in-china-to-detect-people-infected-with-coronavirus
"In Poland, people who are not insured have to pay for medical test for coronavirus, so if they can’t afford it, they will spread it.",FALSE,https://www.poynter.org/?ifcn_misinformation=in-poland-people-who-are-not-insured-have-to-pay-for-medical-test-for-coronavirus-so-if-they-cant-afford-it-they-will-spread-it
China needs coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victim.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-needs-coronavirus-swat-special-weapons-and-tactics-police-team-to-arrest-this-drop-dead-virus-victim
The name coronavirus on disinfecting spray can reaffirms that the virus was known before the outbreak and might be planned.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-name-coronavirus-on-disinfecting-spray-can-reaffirms-that-the-virus-was-known-before-the-outbreak-and-might-be-planned
Said the mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”,FALSE,https://www.poynter.org/?ifcn_misinformation=said-the-mortality-rate-for-the-flu-is-right-around-that-of-the-new-coronavirus-its-right-around-2
Photos of Muslims in Italy allegedly praying outside because of the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=photos-of-muslims-in-italy-allegedly-praying-outside-because-of-the-novel-coronavirus
The claim that the book The Eyes of Darkness predict the spread of coronavirus in 1981.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-claim-that-the-book-the-eyes-of-darkness-predict-the-spread-of-coronavirus-in-1981
These are measures that supposedly protect from novel coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=these-are-measures-that-supposedly-protect-from-novel-coronavirus
"Coronavirus Sars-Cov-2 in Sant’Egidio (Abruzzo, Italy).",Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-sars-cov-2-in-santegidio-abruzzo-italy
Coronavirus Sars-Cov-2 at Bosch company in Bari (Puglia) because Chinese people visited the week before.,Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-sars-cov-2-at-bosch-company-in-bari-puglia-because-chinese-people-visited-the-week-before
A Chinese SWAT Team takes down a coronavirus suspect,FALSE,https://www.poynter.org/?ifcn_misinformation=a-chinese-swat-team-takes-down-a-coronavirus-suspect
A 1981 book predicted the coronavirus outbreak.,Partly misleading,https://www.poynter.org/?ifcn_misinformation=a-1981-book-predicted-the-coronavirus-outbreak
Sensationalist article claiming Nostradamus predicted the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=sensationalist-article-claiming-nostradamus-predicted-the-coronavirus
Radio host Rush Limbaugh compres novel coronavirus to ‘common cold’.,Misleading,https://www.poynter.org/?ifcn_misinformation=radio-host-rush-limbaugh-compres-novel-coronavirus-to-common-cold
"Coronavirus Sars-Cov-2 sites in Parabiago e Nerviano (Lombardia, Italy)",Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-sars-cov-2-sites-in-parabiago-e-nerviano-lombardia-italy
"“The coronavirus is the common cold, folks.”",FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-the-common-cold-folks
"2 coronavirus Sars-Cov-2 cases in Bovalino (Reggio Calabria, Italy).",Fake,https://www.poynter.org/?ifcn_misinformation=2-coronavirus-sars-cov-2-cases-in-bovalino-reggio-calabria-italy
A Facebook status from 2012 talked about the spread of coronavirus in 2020.,Fake,https://www.poynter.org/?ifcn_misinformation=a-facebook-status-from-2012-talked-about-the-spread-of-coronavirus-in-2020
Video showing Chinese officials detaining suspected coronavirus cases.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-showing-chinese-officials-detaining-suspected-coronavirus-cases
Post says “People Of Color May Be Immune To The Coronavirus Because Of Melanin.”,FALSE,https://www.poynter.org/?ifcn_misinformation=post-says-people-of-color-may-be-immune-to-the-coronavirus-because-of-melanin
Pigs are burried alive due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=pigs-are-burried-alive-due-to-coronavirus
A suspicious case of coronavirus in Militay Hospital in Maracay from a army member who claimed have visited China in December.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-suspicious-case-of-coronavirus-in-militay-hospital-in-maracay-from-a-army-member-who-claimed-have-visited-china-in-december
Chinse people fleeing China to Vietnam because of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinse-people-fleeing-china-to-vietnam-because-of-coronavirus
"Coronavirus arrived in Sarajevo, Bosnia and Herzegovina.",Misleading,https://www.poynter.org/?ifcn_misinformation=coronavirus-arrived-in-sarajevo-bosnia-and-herzegovina
"Six coronavirus cases confirmed in Wichita, Kansas.",FALSE,https://www.poynter.org/?ifcn_misinformation=six-coronavirus-cases-confirmed-in-wichita-kansas
Chinese businessman Guo Wengui’s multiple allegations on coronavirus outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-businessman-guo-wenguis-multiple-allegations-on-coronavirus-outbreak
Is It Really That Mosques Across China Reopened After Corona Virus Plague?,FALSE,https://www.poynter.org/?ifcn_misinformation=is-it-really-that-mosques-across-china-reopened-after-corona-virus-plague
A Chinese man has been lynched because he pretended to have coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=a-chinese-man-has-been-lynched-because-he-pretended-to-have-coronavirus
"20 million Chinese convert to Islam, and coronavirus does not affect Muslims.",FALSE,https://www.poynter.org/?ifcn_misinformation=20-million-chinese-convert-to-islam-and-coronavirus-does-not-affect-muslims
“The Simpsons” predicted the coronavirus.,Pants on Fire!,https://www.poynter.org/?ifcn_misinformation=the-simpsons-predicted-the-coronavirus-2
The drug “arbidol” can help from the new coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-drug-arbidol-can-help-from-the-new-coronavirus
"In Nigerian, Ibrahim Magu, Acting EFCC Chairman attributed corruption as the reason for coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=in-nigerian-ibrahim-magu-acting-efcc-chairman-attributed-corruption-as-the-reason-for-coronavirus
China Seeks Court’s Approval To Kill 20000 coronavirus Patients.,Fake,https://www.poynter.org/?ifcn_misinformation=china-seeks-courts-approval-to-kill-20000-coronavirus-patients
Coronavirus is a biological warfare weapon.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-a-biological-warfare-weapon
Chinese converting to Islam after realising that no muslim was affected by #coronavirus #COVD19 in the country.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-converting-to-islam-after-realising-that-no-muslim-was-affected-by-coronavirus-covd19-in-the-country
"In Japan, if the new coronavirus test is negative, the cost is 80,000 yen. If positive, the state will bear the cost.",FALSE,https://www.poynter.org/?ifcn_misinformation=in-japan-if-the-new-coronavirus-test-is-negative-the-cost-is-80000-yen-if-positive-the-state-will-bear-the-cost
